gene,wnt3a,wnt5a,wnt3a_direction,wnt5a_direction,wnt3a_unadjusted,wnt5a_unadjusted,full_names,descriptions
CCDC102B,1.0,1.0,-,+,0.007490433881274526,0.25081535976844566,,
CCDC102A,1.0,1.0,-,+,0.373900966300059,0.373900966300059,,
CCBL2,1.0,1.0,-,+,0.7231627443331287,0.014172594972725121,,
CC2D2A,1.0,1.0,+,+,0.7246586364960955,0.6433299631818633,,
CBY1,1.0,1.0,+,+,0.7113936700455284,0.39107588796406656,,
CBX8,1.0,1.0,-,+,0.373900966300059,0.6433299631818633,,
CCAR1,1.0,1.0,+,+,0.09930068321372677,0.07392618853329194,,
CBX6,1.0,1.0,-,-,0.5185185185185183,0.04742065558431957,,
CCDC106,1.0,1.0,-,-,0.1011915072182954,0.1011915072182954,,
CCDC108,1.0,1.0,0,-,1.0,0.11611652351681558,,
CCDC127,1.0,1.0,+,+,0.24636350773604818,0.004356821798038289,,
CCDC124,1.0,1.0,-,-,0.0239966731968778,0.0032908712204682868,,
CCDC122,1.0,1.0,+,0,0.373900966300059,1.0,,
CCDC121,1.0,1.0,0,-,1.0,0.373900966300059,,
CCDC120,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CCDC12,1.0,1.0,-,-,0.06467689395635312,0.2419815305680209,,
CCDC107,1.0,1.0,-,-,0.6387682068583829,0.1011915072182954,,
CCDC117,1.0,1.0,+,+,0.05592859832647387,0.05015088943171935,,
CCDC115,1.0,1.0,+,+,0.25081535976844566,0.1840740319505769,,
CCDC113,1.0,1.0,+,-,0.6433299631818633,0.373900966300059,,
CCDC112,1.0,1.0,+,+,0.1011915072182954,0.01613008990009254,,
CCDC111,1.0,1.0,+,+,0.1011915072182954,0.06676654481198813,,
CCDC11,1.0,1.0,-,-,0.23019964108049873,0.373900966300059,,
CCDC109B,1.0,1.0,+,+,0.16478902078337992,0.007090812080819544,,
CBX5,1.0,1.0,+,+,0.5473326705081256,0.14481832688256896,,
CBX4,1.0,1.0,0,-,1.0,0.5185185185185183,,
CBX3,1.0,1.0,+,+,0.21611942873930054,0.04931490269518124,,
CAV2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CAV1,1.0,1.0,0,+,1.0,0.373900966300059,,
CATSPER3,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
CASZ1,1.0,1.0,+,+,0.01613008990009254,0.373900966300059,,
CAST,1.0,1.0,+,+,0.14470399860633032,0.20510645520407753,,
CASQ1,1.0,1.0,+,0,0.373900966300059,1.0,,
CASP9,1.0,1.0,-,-,0.0021921298066929413,0.0031255892524457277,,
CASP8AP2,1.0,1.0,+,+,0.904298898222458,0.09718518518518512,,
CBFA2T2,1.0,1.0,0,+,1.0,0.25081535976844566,,
CBFB,1.0,1.0,+,+,0.21552295024742066,0.012771796238881403,,
CBX2,1.0,1.0,+,+,0.6980663685111013,0.3261642353450604,,
CBX1,1.0,1.0,-,-,0.607167577712837,0.9262493976809029,,
CBWD5,1.0,1.0,0,-,1.0,0.1161165235168155,,
CBS,1.0,1.0,-,-,0.2980148117312104,0.08966251702034525,,
CBR4,1.0,1.0,0,+,1.0,0.3486411394402038,,
CBR3,1.0,1.0,-,0,0.373900966300059,1.0,,
CBR1,1.0,1.0,+,+,0.7160258860061492,0.04239446714893835,,
CBLN3,1.0,1.0,0,-,1.0,0.373900966300059,,
CBLN2,1.0,1.0,-,+,0.11611652351681558,0.373900966300059,,
CBLL1,1.0,1.0,+,+,0.2524005486968447,0.1840740319505769,,
CBLB,1.0,1.0,+,+,0.23779614445826522,0.0031255892524457277,,
CBL,1.0,1.0,+,+,0.3486411394402042,0.013235599563682695,,
CCDC130,1.0,1.0,0,+,1.0,0.373900966300059,,
CCDC132,1.0,1.0,+,+,0.1011915072182954,0.23019964108049873,,
CCDC51,1.0,1.0,+,+,0.1011915072182954,0.02489616346022276,,
CCDC50,1.0,1.0,+,+,0.4216482551761943,0.033471744961631446,,
CCDC48,1.0,1.0,+,-,0.05504060895249949,0.25081535976844566,,
CCDC47,1.0,1.0,+,+,0.05768400185249119,0.051979694201925955,,
CCDC43,1.0,1.0,0,-,1.0,0.1011915072182954,,
CCDC41,1.0,1.0,+,+,0.7488684500235265,0.4418233076836301,,
CCDC53,1.0,1.0,+,+,0.7448652012024437,0.06052579633176683,,
CCDC40,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CCDC38,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CCDC34,1.0,1.0,+,+,0.10085666601618701,0.06052579633176683,,
CCDC30,1.0,1.0,0,+,1.0,0.1161165235168155,,
CCDC3,1.0,1.0,-,+,0.11611652351681558,0.11611652351681558,,
CCDC28B,1.0,1.0,-,+,0.9163651027347535,0.3139306912331745,,
CCDC39,1.0,1.0,+,0,0.373900966300059,1.0,,
CCDC56,1.0,1.0,-,+,0.5061090754231881,0.8723849679954544,,
CCDC57,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CCDC74A,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CCDC72,1.0,1.0,-,+,0.7246586364960954,0.5484242619722342,,
CCDC71,1.0,1.0,0,+,1.0,0.5185185185185183,,
CCDC69,1.0,1.0,-,0,0.373900966300059,1.0,,
CCDC66,1.0,1.0,+,+,0.034109423167409635,0.33485228419425334,,
CCDC65,1.0,1.0,0,-,1.0,0.6433299631818633,,
CCDC64,1.0,1.0,0,-,1.0,0.1161165235168155,,
CCDC61,1.0,1.0,0,-,1.0,0.373900966300059,,
CCDC6,1.0,1.0,+,+,0.1011915072182954,0.01613008990009254,,
CCDC59,1.0,1.0,+,+,0.2605745473680253,0.04064208872049838,,
CCDC58,1.0,1.0,0,-,1.0,0.7246586364960956,,
CCDC28A,1.0,1.0,+,+,0.6433299631818633,0.6433299631818633,,
CCDC75,1.0,1.0,+,+,0.5614380442505257,0.6778688286992492,,
CCDC24,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CCDC15,1.0,1.0,0,+,1.0,0.373900966300059,,
CCDC149,1.0,1.0,-,-,0.23019964108049873,0.1011915072182954,,
CCDC148,1.0,1.0,0,-,1.0,0.373900966300059,,
CCDC147,1.0,1.0,0,+,1.0,0.373900966300059,,
CCDC146,1.0,1.0,+,-,0.373900966300059,0.5185185185185183,,
CCDC14,1.0,1.0,+,+,0.2745766290948483,0.02489616346022275,,
CCDC138,1.0,1.0,+,+,0.16327898574659308,0.03516845280535698,,
CCDC137,1.0,1.0,+,+,0.3486411394402042,0.3486411394402042,,
CCDC136,1.0,1.0,-,0,0.2878641347266908,1.0,,
CCDC135,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CCDC134,1.0,1.0,+,-,0.23019964108049873,0.5185185185185184,,
CCDC142,1.0,1.0,+,0,0.11611652351681558,1.0,,
CCDC153,1.0,1.0,-,-,0.1011915072182954,0.6433299631818633,,
CCDC23,1.0,1.0,-,+,0.7827542679818591,0.8533843316635211,,
CCDC22,1.0,1.0,0,-,1.0,0.11611652351681558,,
CCDC18,1.0,1.0,+,+,0.373900966300059,0.01613008990009254,,
CCDC169,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CCDC167,1.0,1.0,+,+,0.7054295842843696,0.13209181541010367,,
CCDC165,1.0,1.0,-,+,0.04742065558431962,0.1011915072182954,,
CCDC164,1.0,1.0,0,-,1.0,0.373900966300059,,
CCDC160,1.0,1.0,+,+,0.19477503277472785,0.0013238969092171688,,
CCDC159,1.0,1.0,+,-,0.6433299631818633,0.6778688286992494,,
CCDC25,1.0,1.0,+,+,0.25081535976844566,0.033471744961631446,,
CEP170,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CEP164,1.0,1.0,+,+,0.11611652351681558,0.373900966300059,,
CEP152,1.0,1.0,+,0,0.11611652351681558,1.0,,
CEP128,1.0,1.0,+,0,0.373900966300059,1.0,,
CEP120,1.0,1.0,+,+,0.08977587078380872,0.0004472380704346324,,
CEP112,1.0,1.0,+,+,0.15830242337545783,0.01613008990009254,,
CEP104,1.0,1.0,+,+,0.5185185185185183,0.5185185185185183,,
CENPW,1.0,1.0,+,+,0.838176117907834,0.3278123823966088,,
CENPQ,1.0,1.0,+,+,0.18682180013447572,0.006122256638171821,,
CENPP,1.0,1.0,+,+,0.04742065558431962,0.04742065558431962,,
CENPO,1.0,1.0,+,+,0.1161165235168155,0.6433299631818633,,
CENPN,1.0,1.0,+,+,0.1610659010973986,0.0038116531066114175,,
CENPM,1.0,1.0,-,-,0.0406420887204984,0.0032007927554420293,,
CENPL,1.0,1.0,0,+,1.0,0.7415210563082062,,
CENPK,1.0,1.0,+,+,0.3986755953404337,0.05504060895249949,,
CENPV,1.0,1.0,-,+,0.4168655304065087,0.8235012059940462,,
CENPJ,1.0,1.0,+,+,0.11611652351681558,0.024110110551390906,,
CEP192,1.0,1.0,+,+,0.06858710562414264,0.011056493393450068,,
CEP290,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CERK,1.0,1.0,+,+,0.38665397231851684,0.2349319686342268,,
CERCAM,1.0,1.0,+,-,0.11611652351681558,0.1011915072182954,,
CER1,1.0,1.0,+,0,0.373900966300059,1.0,,
CEPT1,1.0,1.0,-,-,0.373900966300059,0.3486411394402042,,
CEP97,1.0,1.0,+,+,0.15830242337545783,0.11611652351681558,,
CEP95,1.0,1.0,+,+,0.18900365845517536,0.15830242337545783,,
CEP89,1.0,1.0,+,-,0.11611652351681545,0.373900966300059,,
CEP85,1.0,1.0,+,+,0.23019964108049873,0.23019964108049873,,
CEP250,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CEP78,1.0,1.0,+,+,0.6766746479019473,0.855441272666069,,
CEP70,1.0,1.0,+,+,0.1161165235168155,0.0013238969092171688,,
CEP68,1.0,1.0,+,+,0.373900966300059,0.11611652351681558,,
CEP63,1.0,1.0,+,+,0.15830242337545783,0.01613008990009254,,
CEP57L1,1.0,1.0,+,+,0.11611652351681545,0.11611652351681545,,
CEP57,1.0,1.0,+,+,0.15735256165790965,0.005590226439765737,,
CEP55,1.0,1.0,+,+,0.25081535976844566,0.1011915072182954,,
CEP44,1.0,1.0,+,+,0.11611652351681558,0.1011915072182954,,
CEP350,1.0,1.0,+,+,0.11611652351681558,0.024110110551390906,,
CEP76,1.0,1.0,-,+,0.6433299631818633,0.6433299631818633,,
CENPI,1.0,1.0,+,+,0.4216482551761943,0.23019964108049873,,
CENPH,1.0,1.0,+,+,0.3022415608503454,0.5390795735253243,,
CENPF,1.0,1.0,+,+,0.24257985216127054,0.03267792333680297,,
CECR5-AS1,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CECR5,1.0,1.0,-,-,0.2524005486968447,0.09718518518518512,,
CECR2,1.0,1.0,+,+,0.23019964108049873,0.23019964108049873,,
CECR1,1.0,1.0,+,+,0.11611652351681558,0.373900966300059,,
CEBPZ,1.0,1.0,+,+,0.1447039986063304,0.017797404893687974,,
CEBPG,1.0,1.0,+,+,0.25950741423942536,0.02846020325433834,,
CEL,1.0,1.0,+,-,0.5185185185185183,0.373900966300059,,
CEBPB,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
CEBPA,1.0,1.0,+,-,0.5185185185185183,0.373900966300059,,
CEBPD,1.0,1.0,-,-,0.11611652351681558,0.5185185185185183,,
CENPE,1.0,1.0,+,+,0.2524005486968447,0.015799848495268158,,
CENPC1,1.0,1.0,+,+,0.6433299631818633,0.15830242337545783,,
CENPBD1,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CENPB,1.0,1.0,-,-,0.05723523110663147,0.07338845685615614,,
CENPA,1.0,1.0,+,+,0.021311641128756727,0.373900966300059,,
CEND1,1.0,1.0,-,-,0.024110110551390906,0.11611652351681558,,
CEMP1,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
CELSR3,1.0,1.0,+,0,0.373900966300059,1.0,,
CELSR2,1.0,1.0,-,+,0.373900966300059,0.6433299631818633,,
CELF5,1.0,1.0,-,-,0.11611652351681545,0.373900966300059,,
CELF3,1.0,1.0,-,0,0.373900966300059,1.0,,
CELF2,1.0,1.0,-,+,0.373900966300059,0.9188498491176674,,
CELF1,1.0,1.0,-,+,0.7952550084538409,0.035168452805356964,,
CERS1,1.0,1.0,+,+,0.5790154287158978,0.41686553040650864,,
CERS2,1.0,1.0,+,-,0.15105102004610094,0.8743693531514017,,
CHCHD8,1.0,1.0,+,+,0.3571724029160428,0.09616415409357598,,
CHCHD7,1.0,1.0,-,+,0.3739009663000589,0.7952550084538409,,
CHCHD6,1.0,1.0,+,+,0.14006598491201774,0.5304116756741084,,
CHCHD5,1.0,1.0,-,+,0.9610312952584921,0.6488634600378249,,
CHCHD4,1.0,1.0,+,+,0.4395115433889626,0.6917613009591068,,
CHCHD3,1.0,1.0,+,+,0.47662066727284136,0.1161165235168155,,
CHCHD2,1.0,1.0,+,0,0.1161165235168155,1.0,,
CHCHD10,1.0,1.0,-,-,0.5879143098673623,0.3452714989013448,,
CHD1,1.0,1.0,+,+,0.47342736525713763,0.07048399691021993,,
CHCHD1,1.0,1.0,-,+,0.7822054496194292,0.7703270058932468,,
CHAF1B,1.0,1.0,+,+,0.46280665230306295,0.09998196735341651,,
CHAF1A,1.0,1.0,+,+,0.2790825394934028,0.25643496454832637,,
CHAC2,1.0,1.0,+,+,0.09175832249375085,0.0003478914405705342,,
CH25H,1.0,1.0,0,+,1.0,0.373900966300059,,
CGRRF1,1.0,1.0,+,+,0.6778688286992492,0.01944176827646728,,
CHD1L,1.0,1.0,+,+,0.15830242337545783,0.01613008990009254,,
CHD2,1.0,1.0,0,+,1.0,0.04742065558431962,,
CHD3,1.0,1.0,-,0,0.013235599563682695,1.0,,
CHKA,1.0,1.0,-,-,0.373900966300059,0.1161165235168155,,
CHID1,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
CHIC2,1.0,1.0,+,+,0.629094792211129,0.18356686005527653,,
CHGA,1.0,1.0,+,0,0.373900966300059,1.0,,
CHFR,1.0,1.0,+,+,0.373900966300059,0.11766793806699849,,
CHERP,1.0,1.0,+,+,0.5185185185185183,0.20615125863731898,,
CHEK2,1.0,1.0,+,+,0.06676654481198808,0.04742065558431957,,
CHEK1,1.0,1.0,+,+,0.1056610127688882,0.007490433881274529,,
CHD9,1.0,1.0,0,+,1.0,0.1011915072182954,,
CHD8,1.0,1.0,+,+,0.1161165235168155,0.1161165235168155,,
CHD7,1.0,1.0,+,+,0.5390795735253243,0.015799848495268158,,
CHD6,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CHD4,1.0,1.0,+,+,0.381707052111829,0.13941250995609525,,
CGN,1.0,1.0,+,+,0.11611652351681558,0.5185185185185183,,
CGGBP1,1.0,1.0,+,+,0.3678540559704843,0.036174808431667684,,
CETN4P,1.0,1.0,+,0,0.7415210563082062,1.0,,
CETN3,1.0,1.0,+,+,0.1403573866189944,0.32946033078190273,,
CETN2,1.0,1.0,+,+,0.492410287072872,0.018217694725115,,
CES2,1.0,1.0,+,+,0.6271931755800859,0.7113936700455284,,
CERS6,1.0,1.0,+,+,0.0890093425000857,0.03799660019688704,,
CERS5,1.0,1.0,+,+,0.31993774129527275,0.09998196735341651,,
CERS4,1.0,1.0,-,+,0.373900966300059,0.373900966300059,,
CFD,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
CFDP1,1.0,1.0,+,+,0.9539640506260972,0.6190286812566805,,
CFH,1.0,1.0,0,+,1.0,0.5185185185185183,,
CFLAR,1.0,1.0,0,+,1.0,0.1011915072182954,,
CFL2,1.0,1.0,+,+,0.23410062732682968,0.12100391941035303,,
CFL1,1.0,1.0,-,-,0.17944357554122198,0.41072013418652786,,
CD52,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CDC7,1.0,1.0,+,+,0.30455878468053477,0.4917670010221689,,
CDC6,1.0,1.0,+,+,0.06856359248202024,0.012905193101899925,,
CDC5L,1.0,1.0,+,+,0.14470399860633032,0.07172332975220441,,
CDC45,1.0,1.0,-,-,0.7952550084538409,0.06510850650382521,,
CDC42SE2,1.0,1.0,+,+,0.5771657225482518,0.0432440896562702,,
CDC42SE1,1.0,1.0,-,-,0.005328128424646914,0.00804989310083772,,
CDC42EP5,1.0,1.0,-,-,0.013235599563682695,0.25081535976844566,,
CDC42EP4,1.0,1.0,+,+,0.3678540559704843,0.3782376128388352,,
CDC73,1.0,1.0,+,+,0.4480998731654429,0.02166358254727321,,
CDC42EP3,1.0,1.0,-,+,0.06467689395635304,0.07048399691021993,,
CDC42EP1,1.0,1.0,-,-,0.004812678330044224,0.11611652351681558,,
CDC42BPB,1.0,1.0,+,+,0.1011915072182954,0.02489616346022275,,
CDC42BPA,1.0,1.0,+,+,0.373900966300059,0.11611652351681558,,
CDC42,1.0,1.0,-,-,0.007139707374241041,0.0068790814002869195,,
CDC40,1.0,1.0,+,+,0.23019964108049873,0.23019964108049873,,
CDC37,1.0,1.0,-,-,0.5037621023278844,0.6086531814853786,,
CDC34,1.0,1.0,-,-,0.07323380844638844,0.32681900275888937,,
CDC42EP2,1.0,1.0,+,0,0.5185185185185183,1.0,,
CDC27,1.0,1.0,+,+,0.6666181284081156,0.1201315298024483,,
CDCA2,1.0,1.0,+,+,0.07892758232570053,0.011056493393450068,,
CDCA4,1.0,1.0,+,+,0.2143839727449137,0.15382249356630412,,
CDH20,1.0,1.0,-,0,0.1161165235168155,1.0,,
CDH2,1.0,1.0,-,+,0.2897751069631993,0.5190647708754627,,
CDH13,1.0,1.0,+,+,0.13177756749413536,0.11611652351681558,,
CDCA3,1.0,1.0,+,+,0.22298295781488434,0.14006598491201774,,
CDH10,1.0,1.0,+,+,0.373900966300059,0.01613008990009254,,
CDCA8,1.0,1.0,+,+,0.06467689395635308,0.4418233076836301,,
CDCA7L,1.0,1.0,+,+,0.02294826137410453,0.38691164171792636,,
CDCA7,1.0,1.0,+,+,0.11552694111135439,0.022269885362255656,,
CDCA5,1.0,1.0,+,+,0.12433663973800471,0.1161165235168155,,
CDC26,1.0,1.0,-,0,0.1011915072182954,1.0,,
CDC25C,1.0,1.0,+,+,0.6745184997325251,0.4216482551761943,,
CDC25B,1.0,1.0,+,0,0.696007825921588,1.0,,
CD81,1.0,1.0,-,+,0.8424717239656864,0.5528530701298362,,
CD79A,1.0,1.0,0,+,1.0,0.373900966300059,,
CD74,1.0,1.0,+,-,0.03902052651956848,0.373900966300059,,
CD72,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CD68,1.0,1.0,-,-,0.7415210563082062,0.5614380442505257,,
CD63,1.0,1.0,-,-,0.013680512450215959,0.409480545947241,,
CD59,1.0,1.0,0,-,1.0,0.6931965033474395,,
CD58,1.0,1.0,+,0,0.9380179702366178,1.0,,
CDC25A,1.0,1.0,+,+,0.1550162111421669,0.06467689395635308,,
CDC23,1.0,1.0,+,+,0.06467689395635304,0.06016984650357827,,
CDC20,1.0,1.0,+,+,0.373900966300059,0.1932570220972523,,
CDC16,1.0,1.0,+,+,0.35333526481810495,0.00035873526037745164,,
CDC14B,1.0,1.0,+,+,0.1161165235168155,0.1161165235168155,,
CDC14A,1.0,1.0,+,+,0.23019964108049873,0.6433299631818633,,
CDC123,1.0,1.0,+,+,0.1447039986063304,0.18356686005527661,,
CDADC1,1.0,1.0,-,0,0.373900966300059,1.0,,
CD99L2,1.0,1.0,-,-,0.15830242337545783,0.09126024444398571,,
CD9,1.0,1.0,+,+,0.013235599563682695,0.373900966300059,,
CDH22,1.0,1.0,+,0,0.373900966300059,1.0,,
CDH24,1.0,1.0,0,-,1.0,0.6433299631818633,,
CDH3,1.0,1.0,+,-,0.5185185185185183,0.373900966300059,,
CDR2L,1.0,1.0,-,-,0.01613008990009254,0.11611652351681558,,
CDR2,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CDR1,1.0,1.0,-,+,0.6487967052452078,0.602696881760409,,
CDO1,1.0,1.0,+,+,0.44685390656962126,0.04559197502296178,,
CDKN3,1.0,1.0,+,+,0.2238037245926607,0.2984289307070395,,
CDKN2D,1.0,1.0,+,+,0.4216482551761943,0.6529938944177129,,
CDKN2B,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CDKN2AIP,1.0,1.0,+,+,0.023215157991272196,0.004812678330044227,,
CDKN2A,1.0,1.0,-,-,0.18113972229598327,0.013765312403214464,,
CDKN1C,1.0,1.0,-,+,0.18328202831920187,0.37390096630005926,,
CDKN1B,1.0,1.0,-,+,0.9283000018377836,0.2018459262923028,,
CDKN1A,1.0,1.0,-,-,0.40584466097513316,0.4428987458148663,,
CDKL5,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CDYL2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CDYL,1.0,1.0,+,+,0.8512370141369224,0.25877129642782876,,
CDV3,1.0,1.0,+,+,0.15830242337545783,0.39107588796406656,,
CDT1,1.0,1.0,+,+,0.6778688286992494,0.6213082950374971,,
CDS2,1.0,1.0,0,+,1.0,0.15830242337545783,,
CDS1,1.0,1.0,+,+,0.11611652351681558,0.373900966300059,,
CDRT4,1.0,1.0,0,-,1.0,0.373900966300059,,
CDKL3,1.0,1.0,+,0,0.25081535976844566,1.0,,
CDKL1,1.0,1.0,+,+,0.11611652351681558,0.1011915072182954,,
CDK13,1.0,1.0,+,+,0.3486411394402042,0.1011915072182954,,
CDK12,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CDK11B,1.0,1.0,+,+,0.0013238969092171688,0.11611652351681558,,
CDK10,1.0,1.0,-,-,0.9548075282926938,0.48998206806103856,,
CDK1,1.0,1.0,+,+,0.13450004052124537,0.08247977522920485,,
CDIPT,1.0,1.0,+,+,0.23019964108049873,0.3452714989013448,,
CDK14,1.0,1.0,+,+,0.05504060895249944,0.033471744961631446,,
CDH8,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CDH7,1.0,1.0,-,+,0.1011915072182954,0.23019964108049873,,
CDH6,1.0,1.0,-,+,0.03902052651956848,0.07048399691021993,,
CDH4,1.0,1.0,-,+,0.1161165235168155,0.3486411394402042,,
CDK16,1.0,1.0,-,-,0.29425636802442634,0.4766206672728413,,
CDK17,1.0,1.0,+,+,0.2605745473680253,0.01613008990009254,,
CDKAL1,1.0,1.0,+,+,0.6433299631818634,0.2878641347266908,,
CDK9,1.0,1.0,0,-,1.0,0.5185185185185183,,
CDK8,1.0,1.0,+,+,0.06676654481198813,0.014172594972725121,,
CDK7,1.0,1.0,+,-,0.49176700102216886,0.7676439152389032,,
CDK6,1.0,1.0,+,+,0.8415958224260159,0.034109423167409614,,
CDK5RAP3,1.0,1.0,+,+,0.20510645520407753,0.06016984650357827,,
CDK5RAP2,1.0,1.0,+,+,0.14006598491201774,0.02137888683890531,,
CDK5RAP1,1.0,1.0,-,-,0.6433299631818633,0.025721420742506516,,
CDK5R1,1.0,1.0,+,+,0.20510645520407753,0.007490433881274526,,
CDK5,1.0,1.0,-,-,0.09073317168478051,0.00015101140222180054,,
CDK4,1.0,1.0,-,+,0.2116643764764613,0.7526585646289481,,
CDK3,1.0,1.0,-,-,0.11611652351681545,0.1011915072182954,,
CDK2AP2,1.0,1.0,+,+,0.5790154287158977,0.6433299631818633,,
CDK2AP1,1.0,1.0,-,+,0.7545789235414244,0.6931965033474395,,
CDK20,1.0,1.0,0,+,1.0,0.25877129642782876,,
CDK2,1.0,1.0,-,-,0.1699899506484638,0.0842540219274716,,
CDK19,1.0,1.0,+,+,0.7246586364960956,0.01613008990009254,,
CTNND2,1.0,1.0,-,+,0.17061828029159978,0.05723523110663147,,
CTPS,1.0,1.0,+,+,0.24112186854650372,0.11552694111135439,,
EBNA1BP2,1.0,1.0,-,-,0.4853263641715176,0.11939340407967457,,
EBLN2,1.0,1.0,-,0,0.373900966300059,1.0,,
EBF4,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
EBF3,1.0,1.0,-,0,0.373900966300059,1.0,,
EBF1,1.0,1.0,-,+,0.6433299631818633,0.1161165235168155,,
EBP,1.0,1.0,+,+,0.8820281938486811,0.5157515286227018,,
EBAG9,1.0,1.0,+,+,0.6519586963751549,0.05565447755974251,,
EAPP,1.0,1.0,+,+,0.31637486188050973,0.0013849379404235027,,
EAF2,1.0,1.0,-,0,0.8149020114591813,1.0,,
EAF1,1.0,1.0,+,+,0.7415210563082062,0.035168452805356964,,
E4F1,1.0,1.0,-,0,0.23019964108049873,1.0,,
E2F8,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
E2F7,1.0,1.0,+,+,0.11611652351681558,0.23019964108049873,,
E2F6,1.0,1.0,-,-,0.04490879035036656,0.016130089900092518,,
E2F5,1.0,1.0,+,+,0.3269278236868772,0.34280435781534946,,
EARS2,1.0,1.0,+,+,0.007490433881274519,0.01613008990009254,,
E2F4,1.0,1.0,-,-,0.21930692358453638,0.09998196735341651,,
EBPL,1.0,1.0,+,+,0.3486411394402042,0.4676047546093973,,
ECE1,1.0,1.0,-,-,0.27706916734759224,0.05024811780069478,,
ECT2,1.0,1.0,+,+,0.2692502089342596,0.01677790148927394,,
ECSIT,1.0,1.0,-,-,0.269426959088917,0.11986247558966218,,
ECSCR,1.0,1.0,0,+,1.0,0.373900966300059,,
ECD,1.0,1.0,+,+,0.1544885447257749,0.024228590495965718,,
ECI2,1.0,1.0,-,-,0.3739009663000589,0.3739009663000589,,
ECHS1,1.0,1.0,+,+,0.45565953995797087,0.23724032979041723,,
ECHDC3,1.0,1.0,-,-,0.1161165235168155,0.1161165235168155,,
ECHDC1,1.0,1.0,+,+,0.1939919041494109,0.011056493393450068,,
ECH1,1.0,1.0,+,+,0.6130111132661793,0.2244492383477477,,
ECE2,1.0,1.0,+,0,0.0890093425000857,1.0,,
ECI1,1.0,1.0,+,+,0.7541692155932832,0.8682736240923676,,
E2F3,1.0,1.0,-,+,0.373900966300059,0.373900966300059,,
E2F2,1.0,1.0,+,+,0.13177756749413536,0.01613008990009254,,
DZIP3,1.0,1.0,0,+,1.0,0.373900966300059,,
DYNC1H1,1.0,1.0,+,+,0.3276348992606553,0.07392618853329194,,
DYM,1.0,1.0,+,+,0.16875228479781743,0.042315655838864506,,
DYDC2,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
DYDC1,1.0,1.0,-,+,0.11611652351681558,0.373900966300059,,
DVL3,1.0,1.0,-,-,0.373900966300059,0.5185185185185183,,
DVL2,1.0,1.0,-,-,0.15830242337545783,0.33485228419425334,,
DVL1,1.0,1.0,-,0,0.373900966300059,1.0,,
DYNC1I2,1.0,1.0,-,+,0.373900966300059,0.373900966300059,,
DUT,1.0,1.0,+,+,0.10901003361246592,0.16478902078338004,,
DYNC1LI1,1.0,1.0,+,+,0.47758677482067896,0.06052579633176683,,
DYNC1LI2,1.0,1.0,+,+,0.18386874121639152,0.017547374145445757,,
DZIP1L,1.0,1.0,+,+,0.11611652351681558,0.5185185185185183,,
DZIP1,1.0,1.0,+,+,0.373900966300059,0.38024576551276723,,
DYX1C1-CCPG1,1.0,1.0,+,+,0.5071575069992283,0.11611652351681558,,
DYX1C1,1.0,1.0,-,-,0.25081535976844566,0.25081535976844566,,
DYSFIP1,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
DYRK4,1.0,1.0,+,+,0.373900966300059,0.15830242337545783,,
DYRK3,1.0,1.0,+,+,0.11611652351681565,0.11611652351681565,,
DYRK2,1.0,1.0,+,+,0.12417023554784119,0.057235231106631534,,
DYRK1B,1.0,1.0,-,-,0.25323795424824885,0.4267874077395668,,
DYRK1A,1.0,1.0,+,+,0.14304032562688995,0.012189655522202573,,
DYNLT3,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
DYNLT1,1.0,1.0,-,+,0.7605158672210116,0.32186325956522377,,
